1,1,741.22,228.3,429.95000000000005,851.7,1,1,1.0
1,2,784.11,207.04,333.19999999999993,789.0600000000001,1,1,0.0
1,3,1205.21,115.06,165.57999999999993,496.72999999999996,1,1,1.0
1,4,1107.09,16.94,91.99000000000001,306.62,1,1,1.0
1,5,872.01,76.22,147.18000000000006,161.49,1,1,1.0
1,6,1623.84,38.88,101.82000000000016,258.42,1,1,1.0
1,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
1,8,1736.59,4.38,45.25,168.41,1,1,1.0
1,9,1412.4,45.55,162.79999999999995,331.15999999999997,1,1,1.0
1,10,1011.01,139.59,122.65000000000009,458.30999999999995,1,1,0.0
1,11,1630.4,61.91,124.68999999999983,382.26,1,1,1.0
1,12,741.31,228.14,429.27,851.86,1,1,1.0
2,1,675.8,248.13,433.03,831.87,1,1,1.0
2,2,757.54,217.88,327.27,786.61,1,1,0.0
2,3,1221.77,111.99,162.30999999999995,487.93999999999994,1,1,1.0
2,4,1129.17,19.59,91.98000000000002,306.63000000000005,1,1,1.0
2,5,872.01,76.22,147.18000000000006,212.58,1,1,1.0
2,6,1626.72,37.13,100.57999999999993,256.27,1,1,1.0
2,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
2,8,1736.59,4.38,45.25,168.36,1,1,1.0
2,9,1434.53,46.41,151.45000000000005,329.15999999999997,1,1,1.0
2,10,1002.18,142.04,127.32000000000005,468.21000000000004,1,1,0.0
2,11,1622.3,63.04,126.53999999999996,389.78999999999996,1,1,1.0
2,12,692.25,242.86,424.3599999999999,837.14,1,1,1.0
3,1,610.39,267.96,436.09000000000003,812.04,1,1,1.0
3,2,730.96,228.71,321.3499999999999,784.17,1,1,0.0
3,3,1238.32,108.92,159.04999999999995,479.15000000000003,1,1,1.0
3,4,1151.24,22.25,91.99000000000001,306.62,1,1,1.0
3,5,877.1,76.22,142.09000000000003,303.53,1,1,1.0
3,6,1629.59,35.38,99.35000000000014,254.12,1,1,1.0
3,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
3,8,1736.59,4.38,45.25,168.32,1,1,1.0
3,9,1456.67,47.26,140.08999999999992,327.17,1,1,1.0
3,10,993.35,144.49,131.9799999999999,478.11,1,1,0.0
3,11,1614.21,64.18,128.37999999999988,397.31,1,1,1.0
3,12,643.19,257.57,419.45000000000005,822.4300000000001,1,1,1.0
4,1,544.98,287.79,439.15,792.21,1,1,1.0
4,2,704.39,239.55,315.41999999999996,781.72,1,1,0.0
4,3,1254.88,105.86,155.77999999999997,470.35,1,1,1.0
4,4,1173.32,24.91,91.99000000000001,306.61999999999995,1,1,1.0
4,5,882.2,76.22,136.99,394.48,1,1,1.0
4,6,1632.47,33.64,98.11999999999989,251.96000000000004,1,1,1.0
4,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
4,8,1736.59,4.38,45.25,168.27,1,1,1.0
4,9,1478.8,48.11,128.74,325.16999999999996,1,1,1.0
4,10,984.52,146.95,136.6400000000001,488.00000000000006,1,1,0.0
4,11,1606.12,65.32,130.22000000000003,404.84000000000003,1,1,1.0
4,12,594.13,272.29,414.53999999999996,807.71,1,1,1.0
5,1,479.56,307.62,442.21999999999997,772.38,1,1,1.0
5,2,677.81,250.38,309.5,779.2800000000001,1,1,0.0
5,3,1271.44,102.79,152.51,461.56,1,1,1.0
5,4,1195.4,27.57,91.98000000000002,306.62,1,1,1.0
5,5,876.5,77.03,143.71000000000004,400.01,1,1,1.0
5,6,1635.34,31.89,96.8900000000001,249.81,1,1,1.0
5,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
5,8,1736.59,4.38,45.25,168.22,1,1,1.0
5,9,1500.93,48.96,117.38999999999987,323.18,1,1,1.0
5,10,975.69,149.4,141.30999999999995,497.9,1,1,0.0
5,11,1598.03,66.45,132.05999999999995,412.37,1,1,1.0
5,12,545.07,287.01,409.63,792.99,1,1,1.0
6,1,414.15,327.44,445.2900000000001,752.56,1,1,1.0
6,2,651.24,261.21,303.56999999999994,776.8399999999999,1,1,0.0
6,3,1288.0,99.73,149.24,452.76,1,1,1.0
6,4,1217.47,30.22,91.99000000000001,306.63,1,1,1.0
6,5,870.8,77.85,150.43000000000006,405.53,1,1,1.0
6,6,1638.22,30.15,95.64999999999986,247.65,1,1,1.0
6,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
6,8,1736.59,4.38,45.25,168.18,1,1,1.0
6,9,1522.22,49.81,106.87999999999988,321.19,1,1,1.0
6,10,966.86,151.85,145.9699999999999,507.79999999999995,1,1,0.0
6,11,1589.94,67.59,133.89999999999986,419.89,1,1,1.0
6,12,462.48,313.18,410.44999999999993,766.8199999999999,1,1,1.0
7,1,348.74,347.27,448.35,732.73,1,1,1.0
7,2,624.67,272.05,297.63,774.3900000000001,1,1,0.0
7,3,1304.56,96.66,145.97000000000003,443.98,1,1,1.0
7,4,1239.55,32.88,91.99000000000001,306.62,1,1,1.0
7,5,865.1,78.67,157.14999999999998,411.05,1,1,1.0
7,6,1641.09,28.4,94.42000000000007,245.49999999999997,1,1,1.0
7,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
7,8,1736.59,4.38,45.25,168.13,1,1,1.0
7,9,1528.99,49.27,107.97000000000003,318.13,1,1,1.0
7,10,958.03,154.3,150.6400000000001,517.7,1,1,0.0
7,11,1581.85,68.72,135.75,427.42999999999995,1,1,1.0
7,12,379.9,339.34,411.27,740.6600000000001,1,1,1.0
8,1,283.32,367.1,451.42,712.9,1,1,1.0
8,2,598.09,282.88,291.7099999999999,771.9499999999999,1,1,0.0
8,3,1321.11,93.59,142.72000000000003,435.18999999999994,1,1,1.0
8,4,1261.63,35.54,91.97999999999979,306.62,1,1,1.0
8,5,859.4,79.49,163.87,416.57,1,1,1.0
8,6,1643.97,26.66,93.19000000000005,243.34,1,1,1.0
8,7,1701.69,30.16,71.90999999999985,224.11,1,1,1.0
8,8,1736.59,4.38,45.25,168.08,1,1,1.0
8,10,949.2,156.76,155.29999999999995,527.59,1,1,0.0
8,11,1573.76,69.86,137.58999999999992,434.95,1,1,1.0
8,12,297.31,365.51,412.09,714.49,1,1,1.0
9,1,217.91,386.93,454.48,693.0699999999999,1,1,1.0
9,2,571.52,293.72,285.78,769.5,1,1,0.0
9,3,1337.67,90.53,139.44999999999982,426.39,1,1,1.0
9,4,1283.7,38.19,91.99000000000001,306.63,1,1,1.0
9,5,853.7,80.31,170.5999999999999,422.09,1,1,1.0
9,6,1646.84,24.91,91.96000000000004,241.19000000000003,1,1,1.0
9,8,1736.59,4.38,45.25,168.03,1,1,1.0
9,10,940.37,159.21,159.95999999999992,537.49,1,1,0.0
9,11,1565.66,70.99,139.43999999999983,442.48,1,1,1.0
9,12,234.35,383.5,421.91999999999996,696.5,1,1,1.0
10,1,152.5,406.76,457.54999999999995,673.24,1,1,1.0
10,2,544.94,304.55,279.8599999999999,767.06,1,1,0.0
10,3,1354.23,87.46,136.18000000000006,417.6,1,1,1.0
10,4,1305.78,40.85,91.99000000000001,306.63,1,1,1.0
10,5,848.0,81.12,177.31999999999994,427.62,1,1,1.0
10,6,1642.42,24.58,92.59999999999991,238.56,1,1,1.0
10,8,1736.59,4.38,45.25,167.99,1,1,1.0
10,10,931.54,161.66,164.6300000000001,547.39,1,1,0.0
10,11,1557.57,72.13,141.27999999999997,450.01,1,1,1.0
10,12,171.39,401.48,431.74,678.52,1,1,1.0
11,1,87.08,426.59,460.62000000000006,653.4100000000001,1,1,1.0
11,2,518.37,315.39,273.92999999999995,764.61,1,1,1.0
11,3,1370.79,84.39,132.91000000000008,408.81,1,1,1.0
11,4,1327.86,43.51,91.99000000000001,306.62,1,1,1.0
11,5,842.3,81.94,184.03999999999996,433.14000000000004,1,1,1.0
11,6,1637.99,24.25,93.25,235.93,1,1,1.0
11,8,1736.59,4.38,45.25,167.94,1,1,1.0
11,10,922.71,164.12,169.28999999999996,557.28,1,1,1.0
11,11,1549.48,73.26,143.1199999999999,457.53999999999996,1,1,1.0
11,12,108.43,419.47,441.57,660.53,1,1,1.0
12,1,65.31,456.64,403.29,623.36,1,1,1.0
12,2,482.07,323.73,301.03000000000003,756.27,1,1,1.0
12,3,1386.64,83.21,131.01999999999998,402.65000000000003,1,1,1.0
12,4,1351.15,42.66,92.53999999999996,307.77,1,1,1.0
12,5,849.47,82.76,177.88999999999987,438.65999999999997,1,1,1.0
12,6,1633.56,23.92,93.90000000000009,233.3,1,1,1.0
12,8,1736.59,4.38,45.25,167.89000000000001,1,1,1.0
12,10,908.97,168.29,172.73000000000002,568.5600000000001,1,1,1.0
12,11,1536.88,73.97,145.42999999999984,463.76,1,1,1.0
12,12,72.29,451.36,395.13,628.64,1,1,1.0
13,13,1691.24,4.63,55.299999999999955,167.68,1,1,1.0
13,1,43.54,486.69,345.96,593.31,1,1,1.0
13,2,445.76,332.07,328.14,747.9300000000001,1,1,1.0
13,3,1402.49,82.03,129.12999999999988,396.49,1,1,1.0
13,4,1374.44,41.81,93.09999999999991,308.91,1,1,1.0
13,5,856.64,83.58,171.74000000000012,444.18,1,1,1.0
13,6,1629.13,23.6,94.55999999999995,230.66,1,1,1.0
13,8,1736.59,4.38,45.25,167.85,1,1,1.0
13,9,1624.26,42.9,81.76999999999998,310.71000000000004,1,1,1.0
13,10,895.23,172.46,176.17000000000007,579.8399999999999,1,1,1.0
13,11,1524.28,74.68,147.75,469.96999999999997,1,1,1.0
13,12,36.14,483.25,348.69,596.75,1,1,1.0
14,13,1696.36,6.5,55.31000000000017,168.37,1,1,1.0
14,1,21.77,516.73,288.63,563.27,1,1,1.0
14,2,409.46,340.41,355.24000000000007,739.5899999999999,1,1,1.0
14,3,1418.34,80.85,127.24000000000001,390.33000000000004,1,1,1.0
14,4,1397.72,40.95,93.67000000000007,310.06,1,1,1.0
14,5,863.8,84.39,165.60000000000014,449.71000000000004,1,1,1.0
14,6,1624.7,23.27,95.21000000000004,228.03,1,1,1.0
14,8,1736.59,4.38,45.25,167.8,1,1,1.0
14,9,1621.93,42.87,88.30999999999995,305.84,1,1,1.0
14,10,881.49,176.63,179.6099999999999,591.12,1,1,1.0
14,11,1511.69,75.39,150.04999999999995,476.19000000000005,1,1,1.0
14,12,0.0,515.14,302.25,564.86,1,1,1.0
15,13,1701.49,8.37,55.299999999999955,169.06,1,1,1.0
15,1,0.0,546.78,231.3,533.22,1,1,1.0
15,2,373.15,348.75,324.4,731.25,1,1,1.0
15,3,1434.19,79.66,125.34999999999991,384.17999999999995,1,1,1.0
15,4,1421.01,40.1,94.23000000000002,311.21,1,1,1.0
15,5,862.83,86.62,173.82000000000005,451.93999999999994,1,1,1.0
15,6,1625.05,23.39,93.56999999999994,227.10000000000002,1,1,1.0
15,8,1736.59,4.38,45.25,167.75,1,1,1.0
15,9,1619.59,42.84,94.86000000000013,300.97,1,1,1.0
15,10,867.76,180.8,183.03999999999996,602.4000000000001,1,1,1.0
15,11,1499.09,76.1,152.36000000000013,482.4,1,1,1.0
15,12,0.0,515.14,302.25,564.86,1,1,1.0
16,13,1706.62,10.24,55.30000000000018,169.75,1,1,1.0
16,2,336.85,357.09,293.54999999999995,722.9100000000001,1,1,1.0
16,3,1450.04,78.48,123.46000000000004,378.02,1,1,0.0
16,4,1444.3,39.25,94.78999999999996,312.35,1,1,0.0
16,5,861.86,88.85,182.0300000000001,454.17999999999995,1,1,1.0
16,6,1625.4,23.5,91.92999999999984,226.17,1,1,1.0
16,8,1736.59,4.38,45.25,167.71,1,1,1.0
16,9,1617.25,42.81,101.41000000000008,296.09,1,1,1.0
16,10,854.02,184.97,186.48000000000002,613.68,1,1,1.0
16,11,1486.49,76.81,154.67000000000007,488.61999999999995,1,1,1.0
17,13,1711.74,12.12,55.309999999999945,170.43,1,1,1.0
17,2,313.3,369.35,305.82,710.65,1,1,1.0
17,3,1466.48,77.49,114.57999999999993,369.95,1,1,0.0
17,4,1463.42,39.05,94.58999999999992,313.15,1,1,0.0
17,5,860.89,91.08,190.2500000000001,456.41,1,1,1.0
17,6,1625.76,23.62,90.28999999999996,225.24,1,1,1.0
17,8,1736.59,4.38,45.25,167.66,1,1,1.0
17,9,1614.91,42.78,107.97000000000003,291.22,1,1,1.0
17,10,840.28,189.14,189.92000000000007,624.96,1,1,1.0
17,11,1473.89,77.52,156.99,494.83000000000004,1,1,1.0
18,13,1716.87,13.99,55.30000000000018,171.12,1,1,1.0
18,2,289.75,381.62,318.09000000000003,698.38,1,1,1.0
18,3,1482.91,76.51,105.70999999999981,361.87,1,1,0.0
18,4,1482.55,38.86,94.38000000000011,313.94,1,1,0.0
18,5,859.92,93.31,198.46000000000015,458.64000000000004,1,1,1.0
18,6,1626.11,23.74,88.65000000000009,224.29999999999998,1,1,1.0
18,8,1736.59,4.38,45.25,167.61,1,1,1.0
18,9,1612.57,42.75,114.51999999999998,286.35,1,1,1.0
18,10,826.55,193.31,193.35000000000002,636.24,1,1,1.0
18,11,1461.29,78.23,159.29999999999995,501.04999999999995,1,1,1.0
19,13,1721.99,15.86,55.309999999999945,171.8,1,1,1.0
19,2,266.2,393.88,330.35999999999996,686.12,1,1,1.0
19,3,1499.34,75.52,96.84000000000015,353.8,1,1,0.0
19,4,1501.67,38.66,94.17999999999984,314.74,1,1,0.0
19,5,858.94,95.54,206.69000000000005,460.87999999999994,1,1,1.0
19,6,1626.46,23.85,87.00999999999999,223.38,1,1,1.0
19,8,1736.59,4.38,45.25,167.56,1,1,1.0
19,9,1610.24,42.71,121.05999999999995,281.49,1,1,1.0
19,10,812.81,197.48,196.79000000000008,647.52,1,1,1.0
19,11,1448.69,78.94,161.6099999999999,507.26000000000005,1,1,1.0
20,13,1727.12,17.74,55.30000000000018,172.48,1,1,1.0
20,2,242.65,406.15,342.63,673.85,1,1,1.0
20,3,1515.77,74.54,87.97000000000003,345.71999999999997,1,1,0.0
20,4,1520.8,38.46,93.98000000000002,315.54,1,1,0.0
20,5,857.97,97.77,214.89999999999986,463.11,1,1,1.0
20,6,1626.81,23.97,85.38000000000011,222.44,1,1,1.0
20,8,1736.59,4.38,45.25,167.52,1,1,1.0
20,9,1613.89,41.7,117.00999999999999,280.67,1,1,1.0
20,10,799.07,201.65,200.2299999999999,658.8000000000001,1,1,1.0
20,11,1434.9,79.55,169.30999999999995,514.35,1,1,1.0
21,13,1732.25,19.61,55.299999999999955,173.17000000000002,1,1,1.0
21,2,219.1,418.41,354.9,661.5899999999999,1,1,1.0
21,3,1532.2,73.55,79.09999999999991,337.65,1,1,0.0
21,4,1539.92,38.26,93.77999999999997,316.34000000000003,1,1,0.0
21,5,857.0,100.0,223.1199999999999,465.35,1,1,1.0
21,6,1627.16,24.09,83.74000000000001,221.51,1,1,1.0
21,8,1736.59,4.38,45.25,167.47,1,1,1.0
21,9,1617.54,40.69,112.96000000000004,279.85,1,1,1.0
21,10,785.34,205.82,203.65999999999997,670.0799999999999,1,1,1.0
21,11,1421.11,80.16,177.0200000000002,521.44,1,1,1.0
22,13,1737.37,21.48,55.31000000000017,173.86,1,1,1.0
22,2,185.55,423.12,354.89000000000004,656.88,1,1,1.0
22,3,1534.57,72.37,89.02999999999997,337.65,1,1,0.0
22,4,1555.07,39.68,92.11000000000013,311.38,1,1,0.0
22,5,862.79,102.23,224.56999999999994,467.5799999999999,1,1,1.0
22,6,1624.01,23.13,81.97000000000003,219.6,1,1,1.0
22,8,1736.59,4.38,45.25,167.42000000000002,1,1,1.0
22,9,1621.19,39.67,108.90999999999985,279.03999999999996,1,1,1.0
22,10,773.56,208.03,207.59000000000003,672.0400000000001,1,1,1.0
22,11,1407.32,80.77,184.72000000000003,528.53,1,1,1.0
23,13,1742.5,23.36,55.299999999999955,174.54000000000002,1,1,1.0
23,2,151.99,427.83,354.9,652.1700000000001,1,1,1.0
23,3,1536.93,71.18,98.97000000000003,337.65999999999997,1,1,0.0
23,4,1570.21,41.1,90.45000000000005,306.41999999999996,1,1,0.0
23,5,868.58,104.46,226.02999999999986,469.81,1,1,1.0
23,6,1620.87,22.17,80.18000000000006,217.68,1,1,1.0
23,8,1736.59,4.38,45.25,167.38,1,1,1.0
23,9,1624.84,38.66,104.86000000000013,278.23,1,1,1.0
23,10,761.79,210.23,211.51,674.01,1,1,1.0
23,11,1393.53,81.38,192.43000000000006,535.62,1,1,1.0
24,13,1748.02,24.14,55.299999999999955,176.51999999999998,1,1,1.0
24,2,118.43,432.54,354.9,647.46,1,1,1.0
24,3,1539.3,70.0,108.90000000000009,337.66,1,1,1.0
24,4,1585.35,42.52,88.79000000000019,301.46000000000004,1,1,0.0
24,5,874.37,106.69,227.4799999999999,472.05,1,1,1.0
24,6,1617.72,21.21,78.41000000000008,215.76999999999998,1,1,1.0
24,8,1736.59,4.38,45.25,167.33,1,1,1.0
24,9,1628.49,37.65,100.80999999999995,277.41,1,1,1.0
24,10,750.01,212.44,215.44000000000005,675.97,1,1,1.0
24,11,1379.74,81.98,200.12999999999988,542.72,1,1,1.0
25,13,1753.54,24.93,55.299999999999955,178.48999999999998,1,1,1.0
25,2,84.88,437.25,354.89,642.75,1,1,1.0
25,3,1541.66,68.82,118.83999999999992,337.66,1,1,1.0
25,4,1600.49,43.94,87.12999999999988,296.5,1,1,0.0
25,5,880.16,108.92,228.93999999999994,474.28000000000003,1,1,1.0
25,6,1614.57,20.26,76.63000000000011,213.84,1,1,1.0
25,8,1736.59,4.38,45.25,167.28,1,1,1.0
25,9,1632.14,36.63,96.75999999999999,276.6,1,1,1.0
25,10,738.24,214.65,219.36,677.9300000000001,1,1,1.0
25,11,1365.95,82.59,207.83999999999992,549.81,1,1,1.0
26,13,1759.06,25.72,55.299999999999955,180.46,1,1,1.0
26,2,51.32,441.96,354.89,638.04,1,1,1.0
26,3,1544.03,67.64,128.76999999999998,337.66,1,1,1.0
26,4,1615.63,45.36,85.4699999999998,291.53999999999996,1,1,0.0
26,5,893.03,109.74,226.70000000000005,477.14,1,1,1.0
26,6,1611.42,19.3,74.8599999999999,211.92999999999998,1,1,1.0
26,8,1736.59,4.38,45.25,167.24,1,1,1.0
26,9,1635.79,35.62,92.71000000000004,275.78,1,1,1.0
26,10,726.47,216.86,223.27999999999997,679.89,1,1,1.0
26,11,1352.16,83.2,215.53999999999996,556.9,1,1,1.0
27,13,1764.58,26.51,55.30000000000018,182.43,1,1,1.0
27,2,41.05,444.0,352.21999999999997,636.0,1,1,1.0
27,3,1552.92,66.68,119.32999999999993,331.5,1,1,1.0
27,4,1626.04,45.23,85.47000000000003,289.75,1,1,0.0
27,5,905.91,110.56,224.44999999999993,479.99999999999994,1,1,1.0
27,6,1608.27,18.34,73.08999999999992,210.02,1,1,1.0
27,8,1736.59,4.38,45.25,167.19,1,1,1.0
27,9,1634.37,34.77,91.86000000000013,273.13,1,1,1.0
27,10,714.69,219.06,227.20999999999992,681.8599999999999,1,1,1.0
27,11,1345.58,85.59,218.71000000000004,563.6,1,1,1.0
28,13,1770.1,27.3,55.30000000000018,184.39999999999998,1,1,1.0
28,2,30.79,446.05,349.53,633.95,1,1,1.0
28,3,1561.82,65.72,109.88000000000011,325.34000000000003,1,1,1.0
28,4,1636.44,45.09,85.47000000000003,287.97,1,1,0.0
28,5,918.79,111.38,222.20000000000005,482.86,1,1,1.0
28,6,1606.35,18.06,70.21000000000004,207.97,1,1,1.0
28,8,1736.59,4.38,45.25,167.14000000000001,1,1,1.0
28,9,1632.95,33.91,91.0,270.49,1,1,1.0
28,10,702.92,221.27,231.13,683.82,1,1,1.0
28,11,1338.99,87.97,221.9000000000001,570.3,1,1,1.0
29,13,1775.62,28.09,55.30000000000018,186.37,1,1,1.0
29,2,20.53,448.09,346.85,631.9100000000001,1,1,1.0
29,3,1570.71,64.76,100.45000000000005,319.18,1,1,1.0
29,4,1646.85,44.95,85.47000000000003,286.19,1,1,1.0
29,5,931.67,112.19,219.94999999999993,485.72999999999996,1,1,1.0
29,6,1604.44,17.79,67.32999999999993,205.91,1,1,1.0
29,8,1736.59,4.38,45.25,167.09,1,1,1.0
29,9,1631.53,33.06,90.15000000000009,267.84,1,1,1.0
29,10,691.14,223.48,235.06000000000006,685.78,1,1,1.0
